2016/05/01,16:30:29,121.68783565,48°39.52'N,068°34.70'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,16:45:29,121.69825231,48°39.53'N,068°34.69'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,17:00:29,121.70866898,48°39.54'N,068°34.68'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,17:15:29,121.71908565,48°39.55'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,17:30:29,121.72950231,48°39.56'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,17:45:29,121.73991898,48°39.58'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,18:00:29,121.75033565,48°39.59'N,068°34.65'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,18:15:29,121.76075231,48°39.60'N,068°34.65'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,18:30:29,121.77116898,48°39.61'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,18:45:29,121.78158565,48°39.62'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,19:00:29,121.79200231,48°39.62'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,19:15:29,121.80241898,48°39.63'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,19:30:29,121.81283565,48°39.64'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,19:45:29,121.82325231,48°39.64'N,068°34.68'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,20:00:29,121.83366898,48°39.64'N,068°34.69'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,20:15:29,121.84408565,48°39.66'N,068°34.72'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,20:30:29,121.85450231,48°39.67'N,068°34.75'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,20:45:29,121.86491898,48°39.69'N,068°34.79'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,21:00:29,121.87533565,48°39.71'N,068°34.80'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,21:15:29,121.88575231,48°39.73'N,068°34.78'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,21:30:29,121.89616898,48°39.72'N,068°34.75'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,21:45:29,121.90658565,48°39.70'N,068°34.71'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,22:00:29,121.91700231,48°39.66'N,068°34.68'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,22:15:29,121.92741898,48°39.61'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,22:30:29,121.93783565,48°39.57'N,068°34.69'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,22:45:29,121.94825231,48°39.54'N,068°34.70'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,23:00:30,121.95868056,48°39.53'N,068°34.70'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,23:15:29,121.96908565,48°39.53'N,068°34.70'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,23:30:29,121.97950231,48°39.52'N,068°34.71'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,23:45:29,121.98991898,48°39.51'N,068°34.72'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
