2016/05/01,00:00:30,121.00034722,48°39.44'N,068°34.93'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,00:15:30,121.01076389,48°39.44'N,068°34.93'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,00:30:30,121.02118056,48°39.44'N,068°34.92'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,00:45:30,121.03159722,48°39.44'N,068°34.92'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,01:00:30,121.04201389,48°39.44'N,068°34.91'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,01:15:30,121.05243056,48°39.44'N,068°34.90'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,01:30:30,121.06284722,48°39.44'N,068°34.90'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,01:45:30,121.07326389,48°39.44'N,068°34.89'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,02:00:30,121.08368056,48°39.44'N,068°34.87'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,02:15:30,121.09409722,48°39.45'N,068°34.85'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,02:30:30,121.10451389,48°39.45'N,068°34.83'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,02:45:30,121.11493056,48°39.46'N,068°34.82'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,03:00:31,121.12535880,48°39.46'N,068°34.80'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,03:15:30,121.13576389,48°39.47'N,068°34.78'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,03:30:30,121.14618056,48°39.48'N,068°34.75'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,03:45:30,121.15659722,48°39.49'N,068°34.73'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,04:00:30,121.16701389,48°39.51'N,068°34.71'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,04:15:30,121.17743056,48°39.52'N,068°34.70'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,04:30:30,121.18784722,48°39.53'N,068°34.68'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,04:45:30,121.19826389,48°39.54'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,05:00:30,121.20868056,48°39.56'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,05:15:30,121.21909722,48°39.57'N,068°34.65'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,05:30:30,121.22951389,48°39.57'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,05:45:30,121.23993056,48°39.58'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,06:00:30,121.25034722,48°39.58'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,06:15:30,121.26076389,48°39.58'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,06:30:30,121.27118056,48°39.59'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,06:45:30,121.28159722,48°39.59'N,068°34.63'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,07:00:30,121.29201389,48°39.59'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,07:15:30,121.30243056,48°39.59'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,07:30:30,121.31284722,48°39.58'N,068°34.64'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,07:45:30,121.32326389,48°39.57'N,068°34.65'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,08:00:30,121.33368056,48°39.56'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,08:15:30,121.34409722,48°39.56'N,068°34.66'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,08:30:30,121.35451389,48°39.55'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,08:45:30,121.36493056,48°39.55'N,068°34.67'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,09:00:30,121.37534722,48°39.55'N,068°34.68'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,09:15:30,121.38576389,48°39.55'N,068°34.68'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,09:30:30,121.39618056,48°39.55'N,068°34.69'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,09:45:30,121.40659722,48°39.54'N,068°34.69'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,10:00:30,121.41701389,48°39.53'N,068°34.70'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,10:15:30,121.42743056,48°39.52'N,068°34.71'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,10:30:30,121.43784722,48°39.51'N,068°34.74'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,10:45:30,121.44826389,48°39.49'N,068°34.76'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,11:00:30,121.45868056,48°39.48'N,068°34.78'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,11:15:29,121.46908565,48°39.47'N,068°34.79'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,11:30:30,121.47951389,48°39.47'N,068°34.80'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,11:45:30,121.48993056,48°39.47'N,068°34.82'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,12:00:30,121.50034722,48°39.46'N,068°34.83'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,12:15:30,121.51076389,48°39.45'N,068°34.85'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,12:30:30,121.52118056,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,12:45:29,121.53158565,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,13:00:30,121.54201389,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,13:15:30,121.55243056,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,13:30:29,121.56283565,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,13:45:29,121.57325231,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,14:00:29,121.58366898,48°39.45'N,068°34.86'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,14:15:29,121.59408565,48°39.45'N,068°34.85'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,14:30:29,121.60450231,48°39.45'N,068°34.84'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,14:45:30,121.61493056,48°39.46'N,068°34.82'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,15:00:29,121.62533565,48°39.46'N,068°34.80'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,15:15:29,121.63575231,48°39.47'N,068°34.79'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,15:30:29,121.64616898,48°39.48'N,068°34.77'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,15:45:29,121.65658565,48°39.49'N,068°34.75'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,16:00:29,121.66700231,48°39.50'N,068°34.73'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
2016/05/01,16:15:29,121.67741898,48°39.51'N,068°34.72'W,########,########,########,########,########,########,########,########,########,########,########,########,########,########,Nul
